Gender,Academic librarian,Accommodation manager,"Accountant, chartered","Accountant, chartered certified","Accountant, chartered management","Accountant, chartered public finance",Accounting technician
1,76,46,84,43,34,59,108
1,96,6,109,111,6,26,115
1,81,40,47,4,81,54,43
1,90,117,57,58,53,11,22
1,51,117,18,6,44,44,55
1,92,77,58,69,108,117,74
1,65,25,77,21,100,91,106
1,60,78,70,112,114,49,96
1,69,28,42,17,117,18,5
1,84,40,102,17,29,83,96
1,46,78,36,51,45,39,94
1,25,26,28,28,78,107,37
1,64,55,49,76,34,33,33
1,116,34,91,35,105,82,69
1,29,27,60,64,12,94,111
1,49,57,108,42,11,45,3
1,111,117,63,6,118,42,114
1,108,107,108,34,55,57,52
1,27,42,3,92,72,116,110
1,27,23,111,4,34,25,82
1,28,106,13,92,70,48,51
1,87,48,7,107,24,3,109
1,66,107,99,53,98,37,76
1,32,67,34,44,52,17,33
1,19,116,78,65,60,63,88
1,54,57,15,55,71,86,14
1,73,25,46,59,73,58,8
1,113,91,85,90,71,77,59
1,102,98,32,22,15,117,99
1,66,77,67,90,22,67,107
1,48,4,55,5,112,97,10
1,114,53,45,4,54,24,116
1,90,80,116,107,22,42,44
1,13,55,38,41,44,45,82
1,15,18,64,98,92,76,11
1,19,43,95,66,67,5,18
1,118,115,16,105,95,9,27
1,73,111,24,26,104,94,16
1,110,53,57,56,72,80,20
1,84,80,111,105,74,55,106
1,72,89,115,72,115,111,48
1,47,43,90,68,50,21,25
1,89,104,36,15,30,66,84
1,46,113,15,36,4,108,100
1,72,112,72,102,22,111,37
1,31,52,43,6,113,109,72
1,99,61,106,103,49,6,25
1,21,97,86,56,12,107,85
1,91,29,35,46,103,14,85
1,52,87,37,12,45,46,19
1,101,31,58,92,60,26,8
1,7,91,44,36,23,72,74
1,84,85,39,86,17,89,48
1,28,81,61,47,103,49,26
1,70,14,83,102,82,57,49
1,14,32,109,66,80,15,113
1,54,100,88,32,85,7,87
1,8,49,25,68,41,7,24
1,99,14,71,105,106,48,63
1,34,78,104,99,109,114,30
1,27,87,91,107,87,70,45
1,10,43,73,55,62,24,37
1,38,77,93,67,72,28,42
1,94,34,39,79,27,56,33
1,9,74,29,31,23,74,42
1,44,85,15,102,75,113,101
1,92,46,23,106,97,40,34
1,111,27,23,54,80,34,103
1,45,116,79,14,76,15,59
1,59,61,82,5,75,118,72
1,49,111,44,105,9,58,69
1,19,48,17,62,92,86,104
1,32,14,102,92,110,116,28
1,39,118,68,88,80,61,39
1,79,114,78,106,20,6,28
1,38,5,52,51,95,8,7
1,4,35,21,11,4,48,97
1,74,90,106,38,16,8,51
1,8,40,48,16,44,114,64
1,24,82,91,118,53,49,6
1,71,97,82,63,78,26,36
1,12,67,21,69,32,26,71
1,15,32,110,4,101,99,93
1,115,6,33,87,96,11,113
1,14,27,62,117,8,80,104
1,117,34,30,108,56,81,25
1,24,49,61,99,105,92,100
1,60,38,23,11,20,55,115
1,11,41,73,110,4,83,6
1,57,25,93,31,61,80,110
1,14,89,26,30,29,70,9
1,94,56,27,82,99,57,56
1,42,98,66,27,13,35,54
1,105,30,103,95,27,74,62
1,88,84,40,74,51,72,28
1,5,110,20,80,98,6,80
1,47,11,110,23,59,67,92
1,115,83,109,76,58,58,11
1,18,68,86,22,93,106,58
1,11,35,4,80,108,51,86
1,16,86,89,92,109,108,11
1,67,53,20,18,49,12,45
1,51,74,58,64,55,97,105
1,101,67,56,76,77,71,15
1,99,109,8,59,33,4,72
1,42,92,22,79,87,6,118
1,41,73,13,98,11,82,16
1,111,32,47,55,51,98,82
1,77,36,76,85,3,35,14
1,90,63,79,88,63,81,67
1,4,79,50,94,16,28,83
1,110,7,107,6,87,21,77
1,22,61,29,43,92,35,50
1,93,43,63,111,84,67,19
1,5,30,98,110,92,102,109
1,49,113,19,80,35,45,26
1,14,33,90,71,44,71,16
1,34,109,111,77,78,72,23
1,31,13,111,99,96,54,75
1,82,32,64,115,113,27,34
1,97,96,112,39,47,6,49
1,46,23,26,101,56,48,92
1,79,93,84,32,48,110,33
1,87,22,98,53,46,20,115
1,57,94,47,26,117,106,35
1,106,12,64,72,13,76,45
1,58,43,21,90,58,105,87
1,11,14,110,11,62,70,53
1,86,12,49,90,86,84,36
1,46,28,33,91,3,96,104
1,59,110,51,21,59,4,72
1,29,104,10,58,57,6,98
1,88,113,84,13,79,34,117
1,7,48,39,109,11,101,76
1,93,64,10,19,19,112,34
1,59,36,65,42,12,116,111
1,27,10,4,60,101,91,56
1,61,100,24,54,94,47,72
1,38,79,40,37,80,72,85
1,60,36,115,81,27,99,54
1,74,50,90,86,83,43,76
1,27,16,92,74,27,51,85
1,28,113,39,101,90,29,48
1,102,86,62,93,83,62,106
1,80,39,58,51,12,70,24
1,50,19,109,57,20,22,61
1,87,38,114,45,29,26,47
1,82,102,45,91,80,109,33
1,66,115,9,45,94,38,21
1,19,77,79,3,114,66,66
1,44,35,67,21,9,4,93
1,67,11,42,105,52,97,63
1,101,90,22,28,22,4,79
1,70,71,23,5,70,81,116
1,37,44,110,6,87,20,55
1,90,30,5,43,15,61,91
1,40,110,10,111,33,86,24
1,57,87,66,89,19,42,34
1,42,56,33,15,78,7,27
1,66,96,90,48,46,15,83
1,59,115,10,40,4,36,105
1,28,17,70,103,42,116,111
1,78,11,109,65,111,11,89
1,116,63,84,27,97,86,45
1,19,7,14,43,111,49,55
1,44,111,71,111,58,71,118
1,116,8,70,16,26,109,24
1,38,112,52,94,49,37,91
1,45,58,13,92,54,67,105
1,48,83,16,59,85,8,77
1,81,15,10,80,77,33,16
1,114,43,77,51,40,51,3
1,59,26,23,101,37,48,82
1,31,18,30,100,116,111,69
1,75,118,103,61,98,97,67
1,3,14,55,88,108,84,102
1,93,4,21,76,81,5,3
1,36,104,31,85,84,17,2
1,84,13,36,107,101,115,29
1,44,91,86,52,62,35,23
1,24,113,116,51,96,17,97
1,108,14,66,105,84,74,48
1,88,117,21,105,105,65,103
1,19,32,56,41,20,18,40
1,71,91,37,89,89,48,31
1,43,18,21,53,80,118,99
1,41,41,68,58,91,85,26
1,25,25,87,45,40,67,17
1,29,71,66,7,24,114,65
1,116,14,84,106,56,59,28
1,72,57,19,48,79,104,52
1,89,27,45,74,102,105,96
1,10,40,32,96,114,54,114
1,48,51,69,92,102,43,11
1,110,77,36,20,78,8,4
1,49,11,56,36,73,35,59
1,59,17,116,68,96,31,41
1,56,104,83,108,78,35,116
1,46,41,63,76,66,118,90
1,107,101,50,99,73,82,117
1,15,9,101,7,78,75,70
1,50,107,73,83,32,73,24
1,42,65,21,31,34,93,59
1,109,89,78,80,47,113,51
1,111,96,72,12,41,41,84
1,38,59,97,86,9,19,35
1,44,99,79,12,79,3,96
1,105,12,29,77,64,14,109
1,25,96,65,83,80,12,21
1,80,49,111,113,105,118,35
1,86,109,108,101,71,111,72
1,97,102,54,81,5,99,11
1,45,37,67,53,90,63,71
1,66,89,101,6,82,29,101
1,109,35,4,108,27,7,42
1,56,44,52,77,64,25,49
1,63,54,76,105,11,19,42
1,34,117,3,13,64,116,49
1,27,96,47,44,82,33,78
1,59,14,101,85,50,70,45
1,29,18,16,85,24,103,29
1,66,114,54,39,66,28,36
1,49,69,113,26,116,31,42
1,111,44,54,114,4,111,39
1,20,80,104,26,16,113,49
1,41,112,55,18,16,113,92
1,64,45,100,112,11,36,101
1,108,100,45,3,76,20,54
1,78,107,79,4,9,39,89
1,44,90,82,75,7,10,13
1,58,86,56,47,17,20,90
1,66,95,42,51,46,83,45
1,88,80,100,19,9,14,29
1,61,16,29,52,100,90,31
1,117,104,73,19,4,18,63
1,5,30,112,93,50,31,80
1,42,106,3,29,26,51,104
1,64,33,14,82,6,23,107
1,63,7,40,115,63,47,116
1,73,6,33,87,88,110,6
1,32,78,22,95,60,86,28
1,12,108,81,92,33,12,118
1,87,36,37,44,73,5,5
1,106,18,24,48,61,11,110
1,24,113,80,53,115,49,36
1,4,71,22,64,117,46,51
1,66,35,18,50,91,97,24
1,40,93,109,33,106,114,30
1,64,69,62,35,31,14,33
1,38,10,28,46,105,114,4
1,38,94,102,115,19,29,47
1,85,58,112,44,47,107,79
1,105,72,33,60,56,69,67
1,29,13,49,114,110,95,62
1,58,19,8,117,25,54,38
1,51,37,43,101,22,92,87
1,106,96,103,93,4,58,44
1,110,25,2,95,26,40,43
1,83,91,108,59,7,95,8
1,44,6,68,25,16,35,20
1,43,100,3,82,103,96,42
1,69,99,90,42,24,4,50
1,91,114,42,90,37,59,31
1,28,78,32,117,33,41,11
1,30,4,9,16,74,65,52
1,105,24,48,61,5,117,78
1,12,104,99,52,19,69,12
1,19,5,11,81,24,77,67
1,11,114,4,36,15,89,104
1,78,7,59,100,7,73,23
1,70,8,33,15,33,96,29
1,79,56,84,37,104,7,30
1,24,58,3,19,54,39,96
1,44,37,101,32,23,110,14
1,9,83,39,6,82,113,52
1,48,102,66,97,9,90,42
1,92,28,51,22,88,76,109
1,49,31,101,86,45,107,114
1,107,82,6,90,74,16,114
1,51,68,107,83,88,57,108
1,16,107,106,115,33,55,65
1,73,46,107,99,38,15,61
1,51,10,14,33,85,48,105
1,99,94,104,11,28,47,65
1,116,75,32,43,116,28,104
1,20,90,107,91,91,50,35
1,93,89,91,74,116,117,55
1,57,5,104,48,11,43,78
1,29,69,88,18,113,45,29
1,14,68,83,70,59,19,56
1,36,8,39,45,98,43,10
1,74,9,24,108,18,58,59
1,100,101,59,94,49,34,104
1,104,22,97,68,8,113,106
1,96,42,116,77,60,58,87
1,34,78,13,83,53,20,94
1,104,42,87,62,31,114,8
1,48,40,43,37,77,56,7
1,97,46,102,36,12,85,24
1,42,68,8,23,65,87,12
1,15,19,29,49,16,108,43
1,110,23,84,99,98,59,43
1,95,116,104,19,44,82,35
1,34,12,61,115,118,104,80
1,22,33,36,97,79,58,116
1,24,57,87,100,78,76,118
1,102,58,71,62,116,32,42
1,71,53,88,5,99,16,85
1,99,46,17,89,46,73,89
1,114,92,92,94,72,46,70
1,62,111,76,74,117,82,73
1,60,103,81,83,26,11,71
1,54,21,98,93,11,23,82
1,56,18,22,65,106,111,102
1,73,12,93,97,65,92,37
1,28,84,53,111,39,46,75
1,91,109,59,37,30,9,68
1,28,92,42,109,68,17,8
1,73,86,35,30,79,52,49
1,19,83,96,69,14,32,53
1,94,114,106,114,93,57,17
1,72,68,5,8,96,92,7
1,84,30,76,103,79,108,32
1,81,86,66,108,108,7,75
1,109,76,59,69,104,69,43
1,78,14,102,26,18,94,86
1,81,27,50,69,76,61,75
1,47,23,18,88,74,73,67
1,53,56,46,58,117,104,114
1,61,52,81,108,94,117,53
1,84,29,67,98,71,57,51
1,88,66,115,26,90,15,28
1,67,19,89,94,35,59,75
1,26,72,41,46,16,71,56
1,91,94,23,102,103,86,24
1,81,117,39,66,117,83,30
1,50,17,101,41,105,111,60
1,86,92,108,86,33,82,14
1,66,65,34,80,32,29,51
1,108,88,50,108,103,41,25
1,65,93,103,31,89,7,52
1,76,104,108,54,43,61,56
1,77,72,12,117,6,71,53
1,8,12,91,63,36,26,31
1,101,94,73,115,93,78,57
1,109,75,58,61,36,11,10
1,65,17,66,84,74,109,51
1,87,113,100,42,46,113,95
1,29,94,7,98,113,85,38
1,37,83,102,92,43,35,37
1,83,90,83,15,20,78,41
1,7,17,83,78,111,17,40
1,49,67,18,38,10,9,105
1,72,97,14,20,86,101,59
1,81,52,19,77,9,46,100
1,40,62,67,117,71,70,39
1,114,68,61,93,106,102,40
1,13,78,21,47,78,62,11
1,33,91,115,38,42,28,96
1,111,118,73,13,83,62,35
1,81,90,93,102,38,30,91
1,87,75,80,87,16,6,68
1,7,28,88,110,16,33,111
1,81,99,66,93,57,52,100
1,67,87,55,110,27,83,98
1,42,90,26,13,60,107,53
1,19,98,111,73,58,22,25
1,70,63,57,8,77,73,16
1,65,16,46,52,71,29,92
1,86,95,84,25,32,112,22
1,34,94,36,62,118,87,33
1,113,118,51,100,32,104,32
1,36,95,84,73,85,37,27
1,92,50,71,90,68,101,99
1,63,23,12,36,5,106,20
1,5,57,70,5,48,82,95
1,14,76,90,48,51,34,57
1,101,102,85,57,54,47,113
1,48,44,39,62,34,103,75
1,63,64,20,31,87,76,78
1,73,32,5,95,113,9,70
1,6,88,38,69,4,88,37
1,118,91,80,41,46,28,98
1,59,93,26,25,106,58,116
1,105,61,97,91,5,23,68
1,102,73,48,92,39,53,44
1,111,72,40,106,112,100,103
1,73,109,2,55,67,85,74
1,17,39,29,3,103,32,20
1,82,64,118,113,32,45,93
1,64,12,89,58,86,39,83
1,73,107,16,88,8,90,66
1,17,92,67,79,96,115,116
1,105,7,112,50,6,39,104
1,22,83,48,60,50,81,27
1,72,23,14,73,91,38,30
1,106,24,91,76,113,7,82
1,11,113,47,82,83,106,91
1,21,108,66,77,98,29,108
1,35,111,15,42,3,66,13
1,31,62,56,58,71,36,16
1,15,70,52,44,104,95,65
1,112,42,34,96,21,99,53
1,86,22,80,99,46,85,24
1,55,108,8,44,47,13,17
1,67,104,28,44,87,88,8
1,48,13,74,3,60,21,85
1,55,19,98,38,17,116,62
1,28,55,94,73,64,38,55
1,85,45,20,34,24,108,51
1,31,43,59,46,25,97,87
1,27,101,106,9,32,88,97
1,29,29,25,107,109,60,32
1,75,41,5,102,115,68,65
1,6,62,30,33,33,21,60
1,67,15,73,51,86,11,112
1,23,23,32,36,34,77,37
1,87,30,43,102,12,83,116
1,85,36,72,47,16,20,9
1,61,37,36,116,85,78,53
1,94,75,98,104,56,42,32
1,19,32,54,66,111,75,70
1,29,42,3,94,113,52,100
1,6,117,101,29,39,5,40
1,34,53,75,109,40,6,69
1,101,7,86,26,100,29,64
1,99,50,112,70,99,103,6
1,116,93,25,33,22,53,56
1,68,96,60,57,108,103,12
1,32,104,118,102,94,28,32
1,16,45,22,117,82,23,17
1,16,71,26,7,68,101,33
1,23,61,108,12,76,106,70
1,91,21,66,114,40,55,64
1,23,61,101,108,73,29,102
1,34,68,53,49,54,11,29
1,40,96,94,73,46,82,15
1,19,36,38,96,13,8,17
1,73,99,84,94,47,82,10
1,9,77,43,98,19,37,63
1,108,67,33,66,101,95,30
1,28,45,54,22,41,5,70
1,14,27,36,92,116,32,47
1,58,31,16,26,4,47,97
1,118,70,52,83,67,17,59
1,106,78,41,45,73,99,99
1,8,118,53,65,53,82,25
1,43,45,44,67,47,32,10
1,89,97,40,12,99,110,28
1,108,13,115,78,5,19,107
1,112,21,54,107,77,102,9
1,41,117,46,85,5,76,93
1,70,6,76,75,79,64,25
1,29,20,28,113,32,86,44
1,17,89,99,68,51,55,91
1,81,34,52,69,116,61,46
1,67,85,18,54,66,73,13
1,98,113,37,115,103,15,118
1,65,26,71,73,98,114,30
1,51,10,26,101,76,85,60
1,106,59,59,90,99,100,58
1,21,35,77,52,22,47,24
1,4,49,19,71,93,80,76
1,87,58,10,89,24,66,64
1,80,21,52,45,93,32,46
1,101,77,105,80,31,32,102
1,28,63,48,15,37,10,105
1,107,11,109,38,87,55,117
1,6,6,105,22,21,60,67
1,83,82,33,37,7,67,107
1,26,89,43,93,106,89,3
1,48,20,102,51,49,96,41
1,3,87,102,27,94,89,98
1,20,37,83,10,63,81,43
1,50,25,37,42,96,6,12
1,18,80,88,83,54,113,45
1,55,84,24,83,51,15,19
1,62,51,71,6,19,4,25
1,28,70,88,75,15,69,23
1,81,61,65,55,49,114,65
1,19,49,5,9,30,18,55
1,82,3,39,93,46,105,29
1,87,92,64,87,73,79,98
1,10,33,92,59,25,80,27
1,91,48,72,7,111,89,6
1,49,26,117,15,42,70,103
1,92,22,99,18,68,49,117
1,30,116,9,86,34,113,103
1,59,68,82,45,109,44,77
1,42,56,73,39,7,90,39
1,101,76,70,92,74,98,27
1,90,104,16,19,93,69,96
1,55,10,82,64,85,43,85
1,110,2,39,87,63,111,104
1,14,10,40,31,61,31,86
1,78,3,12,36,68,40,28
1,45,82,63,49,83,100,75
1,74,77,3,50,15,51,63
1,84,16,34,103,46,27,71
1,84,99,32,118,2,77,97
1,13,36,65,53,82,9,56
1,5,29,24,24,84,48,17
1,92,58,20,104,66,95,33
1,99,18,57,85,13,67,72
1,7,50,115,10,24,99,26
1,96,64,45,14,45,53,88
1,68,104,108,98,88,54,114
1,49,24,48,15,35,82,12
1,31,114,66,68,78,15,66
1,71,28,68,7,86,42,72
1,56,52,110,50,112,13,95
1,107,15,6,28,21,113,45
1,99,32,94,59,54,118,37
1,26,38,14,103,69,30,86
1,7,93,56,45,71,77,33
1,11,22,67,46,95,14,27
1,86,13,73,48,93,31,30
1,8,25,52,72,101,5,20
1,70,52,11,26,86,33,29
1,61,9,61,110,10,22,26
1,12,8,44,57,93,41,19
1,35,72,72,97,57,41,4
1,58,77,15,102,102,21,114
1,27,65,30,75,106,28,60
1,105,46,63,95,108,31,41
1,64,61,84,89,68,98,27
1,40,88,7,26,13,71,41
1,23,6,114,105,85,112,30
1,59,54,27,39,8,31,88
1,16,79,39,15,6,36,49
1,24,99,110,96,92,8,35
1,53,2,35,59,28,75,55
1,113,51,100,26,98,55,57
1,89,115,55,53,73,84,85
1,39,115,33,94,7,16,35
1,17,72,12,90,103,33,24
1,82,56,30,40,80,100,114
1,95,81,43,111,60,93,109
1,64,11,53,39,33,65,55
1,108,89,53,26,14,68,105
1,78,7,15,22,93,33,47
1,64,76,38,84,41,82,80
1,57,97,47,105,27,5,31
1,2,62,26,97,75,84,100
1,71,59,55,24,88,11,66
1,107,105,84,62,75,68,87
1,65,62,86,108,75,18,20
1,114,20,40,78,89,19,47
1,92,21,46,16,54,21,10
1,29,33,89,37,72,48,110
1,36,50,23,60,109,82,65
1,56,93,95,54,64,39,114
1,102,52,44,75,32,8,105
1,82,76,112,75,76,44,20
1,98,70,110,87,9,26,96
1,36,33,40,84,85,62,57
1,55,97,74,52,54,56,11
1,60,90,67,71,86,96,55
1,112,72,58,81,88,54,23
1,84,111,52,118,113,83,97
1,13,113,26,97,52,75,86
1,88,14,80,48,109,29,23
1,98,86,63,54,27,61,54
1,104,59,56,75,51,54,32
1,13,21,60,100,74,84,102
1,56,78,37,81,72,52,36
1,31,14,48,36,51,47,113
1,110,83,88,117,88,116,29
1,15,33,46,55,78,97,8
1,94,35,42,5,76,51,113
1,22,3,101,42,76,104,6
1,32,76,55,26,70,14,16
1,17,21,57,19,77,50,56
1,41,60,58,94,67,92,104
1,56,34,103,46,37,2,88
1,42,79,84,115,26,113,52
1,46,23,20,9,57,33,64
1,112,56,52,29,19,74,107
1,23,81,37,72,115,50,26
1,14,53,37,74,11,72,97
1,86,102,56,82,101,107,26
1,111,76,90,46,55,13,51
1,32,95,5,43,54,21,69
1,116,26,26,22,68,52,42
1,97,41,94,42,92,42,94
1,55,4,87,19,78,85,25
1,114,15,4,61,38,77,34
1,69,59,37,89,74,58,82
1,73,17,18,74,44,34,118
1,77,50,107,98,30,50,34
1,114,101,10,54,45,33,67
1,65,110,2,67,17,19,103
1,67,65,109,53,63,37,113
1,15,104,68,85,75,44,111
1,8,64,51,22,91,109,81
1,107,22,78,88,79,109,49
1,42,81,22,26,21,7,75
1,92,86,57,107,26,104,59
1,48,116,4,55,80,114,45
1,89,24,52,5,76,60,52
1,66,68,76,4,56,83,76
1,18,101,97,35,51,79,29
1,30,12,21,111,112,35,74
1,30,72,71,92,91,92,49
1,85,101,55,70,48,111,26
1,105,43,29,42,110,104,96
1,83,19,14,7,46,34,65
1,110,94,24,12,23,85,42
1,99,33,21,14,52,54,25
1,10,58,27,91,102,92,116
1,81,104,52,59,17,40,28
1,30,10,106,17,73,101,68
1,27,109,104,110,14,107,9
1,76,70,21,56,84,115,107
1,36,85,84,65,104,25,37
1,25,4,49,104,32,52,69
1,14,38,101,41,14,95,23
1,25,102,114,3,87,75,35
1,45,56,86,14,59,96,50
1,95,91,99,17,58,40,24
1,76,85,109,12,39,27,65
1,79,112,47,25,15,34,33
1,20,114,78,58,26,39,49
1,50,99,14,57,15,54,105
1,116,94,24,95,98,96,80
1,35,70,22,91,8,81,30
1,62,28,24,8,57,117,64
1,73,5,80,4,46,61,17
1,96,20,16,33,12,51,37
1,64,87,23,35,55,14,24
1,72,50,22,68,46,113,111
1,81,64,33,44,65,51,91
1,111,41,99,111,35,66,71
1,66,9,38,58,67,76,26
1,9,105,73,117,63,18,105
1,100,90,54,97,60,8,21
1,68,22,45,45,95,98,42
1,96,101,98,41,25,18,47
1,72,94,105,17,79,15,87
1,106,87,44,79,105,8,106
1,113,32,49,36,53,31,64
1,42,66,82,85,30,28,77
1,79,62,11,26,5,63,115
1,50,98,109,56,97,70,113
1,116,90,42,88,37,45,65
1,69,3,23,87,103,43,41
1,71,70,49,30,69,85,74
1,26,53,97,30,92,43,83
1,40,14,105,29,75,99,61
1,27,57,88,24,90,101,98
1,92,10,32,10,29,110,71
1,54,32,100,25,55,60,49
1,112,98,22,7,7,32,63
1,65,21,56,13,62,42,112
1,66,118,23,87,92,117,90
1,36,115,90,112,113,33,56
1,26,25,63,46,70,47,31
1,47,113,10,108,72,90,74
1,31,83,102,90,110,78,104
1,19,79,78,85,69,94,24
1,6,82,72,35,71,107,100
1,69,63,94,81,85,95,67
1,118,102,69,71,4,73,41
1,11,85,85,25,2,24,41
1,95,109,89,52,95,89,107
1,10,114,102,22,70,103,9
1,9,87,108,99,28,28,7
1,78,60,8,46,103,51,14
1,98,83,90,34,77,7,7
1,20,4,10,93,26,60,67
1,6,77,54,45,52,71,23
1,31,40,6,89,47,21,42
1,69,84,80,100,30,43,30
1,97,84,33,3,109,112,98
1,98,107,81,107,43,98,49
1,32,64,99,29,49,40,14
1,28,45,9,82,43,76,28
1,56,114,91,59,64,26,53
1,10,83,53,95,46,70,107
1,20,27,2,9,50,16,111
1,111,45,22,40,107,46,21
1,111,18,65,59,40,39,24
1,92,115,52,111,103,36,95
1,115,30,15,61,92,42,16
1,83,68,30,22,63,5,41
1,81,109,82,71,113,42,69
1,56,95,101,90,92,114,96
1,36,87,16,14,61,65,91
1,51,27,70,100,2,47,77
1,31,111,78,102,80,110,18
1,105,37,83,43,28,79,78
1,7,114,115,19,69,92,76
1,29,71,23,28,58,58,9
1,31,74,70,29,37,118,19
1,25,12,103,83,115,13,74
1,104,75,101,108,118,78,56
1,89,103,50,16,74,20,91
1,53,3,27,69,101,79,78
1,69,82,46,26,118,54,7
1,87,10,19,81,93,100,118
1,112,70,104,3,57,85,5
1,28,15,12,21,33,29,98
1,115,96,64,3,58,112,11
1,100,6,4,59,46,38,68
1,111,79,13,34,2,114,109
1,47,31,58,62,67,29,63
1,114,94,73,61,80,83,103
1,34,14,48,71,30,20,4
1,33,48,23,29,74,19,84
1,89,41,6,93,36,109,74
1,84,75,86,58,98,6,83
1,22,94,107,41,59,70,25
1,73,62,90,90,10,30,82
1,85,50,36,12,96,114,105
1,87,58,107,80,56,46,91
1,97,12,42,116,7,17,29
1,80,14,66,99,21,59,101
1,102,35,68,52,109,31,116
1,88,49,107,34,35,110,57
1,6,60,42,57,91,114,106
1,111,60,41,51,31,59,79
1,114,58,85,103,93,115,58
1,116,71,50,116,10,9,39
1,95,69,12,67,76,59,74
1,57,46,91,55,5,46,38
1,67,79,93,90,111,59,16
1,59,112,96,107,98,91,71
1,41,86,102,61,56,57,13
1,106,106,68,109,68,27,91
1,116,46,13,88,85,99,96
1,27,23,116,7,14,102,44
1,77,60,103,50,9,115,88
1,86,84,13,27,56,8,44
1,35,12,57,32,67,10,44
1,10,65,79,80,116,45,72
1,63,41,64,96,84,26,113
1,112,97,78,5,49,105,98
1,89,38,44,86,93,51,101
1,21,24,35,38,5,3,67
1,96,56,115,97,82,70,49
1,28,95,13,4,64,18,58
1,28,44,111,26,27,23,116
1,51,21,25,61,42,22,82
1,55,42,73,21,81,73,57
1,58,9,92,44,81,47,63
1,117,110,3,36,36,106,4
1,73,60,94,46,76,23,84
1,64,48,59,57,60,83,82
1,41,14,34,18,88,41,95
1,100,60,64,115,112,80,4
1,61,27,80,49,57,14,49
1,41,83,53,7,104,39,6
1,10,42,52,73,66,107,107
1,17,78,15,20,54,25,20
1,3,55,67,15,14,85,61
1,112,23,61,66,79,35,39
1,39,63,115,32,9,106,66
1,60,37,105,63,5,32,112
1,45,57,66,110,112,20,48
1,50,31,6,118,102,23,26
1,23,96,86,50,20,49,83
1,111,23,64,5,117,31,45
1,96,56,13,63,53,22,87
1,27,81,84,41,73,17,101
1,60,81,106,78,88,105,99
1,109,76,29,89,3,54,113
1,91,20,105,32,48,39,82
1,85,84,26,96,19,91,70
1,26,102,68,102,107,3,63
1,90,3,113,102,107,111,76
1,45,5,76,34,56,108,105
1,66,90,32,68,53,95,44
1,101,18,92,9,42,18,91
1,80,17,63,18,23,8,42
1,73,65,53,72,98,21,118
1,82,68,56,19,88,75,93
1,78,48,14,30,19,37,75
1,91,96,118,46,104,5,19
1,95,117,63,13,81,102,33
1,17,56,46,48,26,36,96
1,42,87,26,69,48,92,103
1,63,27,25,102,107,15,43
1,80,71,24,82,49,33,27
1,60,29,99,72,29,101,89
1,11,109,16,22,33,27,41
1,84,63,115,91,50,72,87
1,42,64,39,113,70,65,63
1,103,77,77,100,59,113,91
1,40,114,27,5,104,73,111
1,79,118,71,3,29,106,59
1,61,97,107,117,109,115,112
1,92,42,29,64,44,34,56
1,112,71,47,102,15,113,22
1,112,58,72,4,44,43,28
1,57,55,18,34,69,118,52
1,10,110,50,80,4,63,28
1,68,55,28,102,13,21,84
1,72,76,18,43,76,54,66
1,17,16,112,55,93,107,54
1,32,100,69,115,86,11,96
1,37,103,5,59,18,28,13
1,103,86,89,111,22,91,68
1,9,55,9,26,52,67,75
1,11,71,86,103,89,76,4
1,53,101,72,19,100,114,17
1,100,110,71,85,101,41,63
1,96,47,85,66,93,46,54
1,3,39,44,37,118,104,17
1,79,3,59,72,111,16,98
1,32,93,46,105,43,102,79
1,61,94,54,73,37,98,114
1,57,52,75,98,73,110,108
1,112,4,57,78,53,49,99
1,44,57,76,77,85,32,27
1,98,112,9,71,11,47,24
1,62,58,66,95,72,20,97
1,15,77,36,20,37,78,29
1,44,24,90,17,48,19,79
1,55,73,77,118,35,60,32
1,56,7,95,110,10,56,36
1,25,29,62,34,113,74,65
1,39,8,17,74,65,52,19
1,93,114,71,5,21,31,73
1,102,99,94,64,51,108,22
1,93,116,98,95,103,112,17
1,106,56,109,98,85,42,44
1,32,94,4,113,15,106,111
1,81,68,6,98,33,3,47
1,96,69,24,107,40,103,7
1,112,67,46,43,105,60,110
1,53,19,102,85,98,114,23
1,78,95,98,94,118,108,86
1,118,110,78,89,71,98,35
1,91,67,90,112,7,44,33
1,40,70,21,33,12,25,76
1,46,36,107,109,8,7,32
1,10,91,13,48,51,54,35
1,80,91,57,60,52,30,102
1,52,60,54,78,57,15,79
1,82,31,80,42,61,113,50
1,67,58,100,43,99,95,3
1,111,32,46,38,54,97,51
1,43,105,79,107,100,20,82
1,19,38,114,66,70,98,57
1,53,82,59,37,44,112,32
1,55,114,59,32,11,62,29
1,55,105,46,68,58,42,80
1,100,116,56,87,34,106,95
1,84,86,53,18,26,99,9
1,8,59,32,40,98,93,62
1,97,44,72,61,39,68,117
1,10,80,75,105,38,46,84
1,108,94,17,57,110,71,94
1,88,95,116,24,50,70,103
1,104,36,111,19,45,103,52
1,64,101,43,18,82,39,25
1,19,66,11,69,17,94,43
1,101,67,72,114,36,86,101
1,110,99,77,94,52,48,48
1,45,15,11,54,40,66,103
1,118,104,32,45,66,80,69
1,52,78,97,96,54,62,114
1,97,66,48,71,79,96,79
1,16,54,33,68,31,63,15
1,14,20,62,34,25,30,30
1,80,25,17,9,45,16,83
1,76,71,53,28,68,24,92
1,24,28,75,94,111,27,85
1,24,75,106,69,47,66,76
1,72,31,7,4,55,52,85
